,2025-04-1,12.2,20.3,0.8,,,,,,14.8,92,,,,,19.0,56,,,,
,2025-04-2,9.6,21.4,0.4,,,,,,12.3,97,,,,,20.8,53,,,,
,2025-04-3,7.7,22.6,,,,,,,11.2,98,,,,,21.6,58,,,,
,2025-04-4,11.1,19.9,0,,,,,,13.6,84,,,,,19.4,48,,,,
,2025-04-5,10.4,18.0,0,,,,,,12.1,70,,,,,16.9,45,,,,
,2025-04-6,2.6,21.1,0,,,,,,13.0,73,,,,,20.9,40,,,,
,2025-04-7,12.0,18.4,0.4,,,,,,14.7,72,,,,,17.1,62,,,,
,2025-04-8,7.6,21.3,0,,,,,,14.3,74,,,,,19.7,63,,,,
,2025-04-9,9.5,21.8,0,,,,,,16.7,73,,,,,20.6,61,,,,
,2025-04-10,9.4,25.5,0,,,,,,12.8,98,,,,,24.7,34,,,,
,2025-04-11,11.1,24.5,0,,,,,,18.9,76,,,,,20.0,71,,,,
,2025-04-12,13.5,25.3,0,,,,,,19.0,80,,,,,24.8,57,,,,
,2025-04-13,10.7,31.4,0,,,,,,18.5,79,,,,,30.4,32,,,,
,2025-04-14,15.4,19.4,0,,,,,,17.8,83,,,,,17.4,91,,,,
,2025-04-15,14.1,20.9,0,,,,,,17.6,74,,,,,20.4,62,,,,
,2025-04-16,6.9,21.9,0,,,,,,13.9,98,,,,,21.3,57,,,,
,2025-04-17,10.4,22.8,0,,,,,,13.0,98,,,,,22.0,57,,,,
,2025-04-18,10.5,26.8,0,,,,,,14.9,97,,,,,25.5,51,,,,
,2025-04-19,11.3,23.8,0,,,,,,16.1,94,,,,,22.7,69,,,,
,2025-04-20,13.1,25.3,0,,,,,,17.0,92,,,,,23.5,51,,,,
,2025-04-21,10.9,21.8,0,,,,,,14.3,91,,,,,21.1,62,,,,
,2025-04-22,14.1,18.5,0,,,,,,14.5,93,,,,,17.2,81,,,,
,2025-04-23,14.2,19.8,0,,,,,,18.1,85,,,,,18.7,74,,,,
,2025-04-24,11.5,26.7,0,,,,,,14.3,98,,,,,25.4,55,,,,
,2025-04-25,11.1,25.4,0,,,,,,17.9,78,,,,,24.0,50,,,,
,2025-04-26,12.0,21.2,0,,,,,,16.1,97,,,,,20.2,74,,,,
,2025-04-27,15.4,17.1,0,,,,,,15.8,87,,,,,15.8,89,,,,
,2025-04-28,13.2,18.0,0,,,,,,15.3,83,,,,,17.6,74,,,,
,2025-04-29,11.8,17.7,0,,,,,,15.3,89,,,,,15.0,88,,,,
,2025-04-30,8.2,16.9,1.4,,,,,,12.9,88,,,,,16.2,65,,,,
