,2023-12-1,15.5,22.7,0.8,,,,,,18.0,80,7,ENE,11,1014.9,,,,,,1009.6
,2023-12-2,15.3,22.8,0,,,,,,22.6,74,6,NW,13,1007.5,,,,,,1006.5
,2023-12-3,17.3,22.6,0,,,,,,20.5,75,7,W,44,1010.7,,,,,,1010.5
,2023-12-4,17.4,21.2,0,,,,,,20.2,79,8,W,28,1014.1,,,,,,1014.3
,2023-12-5,14.4,21.0,0,,,,,,18.9,68,8,S,11,1020.9,,,,,,1019.8
,2023-12-6,13.4,21.2,0,,,,,,19.4,73,5,S,9,1020.4,,,,,,1017.6
,2023-12-7,16.5,,0,,,,,,19.5,59,8,SW,39,1014.2,,,,,,1013.4
,2023-12-8,,20.2,0,,,,,,,,,,,1020.0,,,,,,1022.4
,2023-12-9,15.0,19.4,0.4,,,,,,18.0,44,2,ESE,9,1031.1,,,,,,1029.4
,2023-12-10,15.4,20.0,0,,,,,,18.5,56,1,SSW,19,1030.8,,,,,,1027.8
,2023-12-11,17.1,20.6,0,,,,,,19.0,59,1,E,15,1026.6,,,,,,1022.2
,2023-12-12,17.5,,0,,,,,,18.9,72,0,SSW,19,1017.6,,,,,,1012.9
,2023-12-13,,21.7,0,,,,,,,,,,,1013.1,,,,,,1015.0
,2023-12-14,,20.2,0,,,,,,17.0,73,8,S,11,1020.9,,,,,,1019.7
,2023-12-15,13.1,20.9,0,,,,,,18.0,56,5,E,11,1019.6,,,,,,1017.1
,2023-12-16,14.0,22.0,0,,,,,,20.9,56,2,NE,13,1012.6,,,,,,1007.2
,2023-12-17,17.0,21.0,0,,,,,,18.4,69,8,SSE,11,1010.1,,,,,,1011.9
,2023-12-18,16.0,20.2,0.2,,,,,,17.4,55,8,S,13,1021.1,,,,,,1021.7
,2023-12-19,16.2,21.2,0,,,,,,18.7,53,8,E,15,1022.9,,,,,,1020.5
,2023-12-20,17.1,22.3,0,,,,,,19.8,57,6,E,20,1020.9,,,,,,1018.6
,2023-12-21,17.5,21.3,0,,,,,,19.9,65,8,E,20,1017.4,,,,,,1014.7
,2023-12-22,17.4,21.4,0.6,,,,,,19.8,74,8,ESE,11,1014.9,,,,,,1013.5
,2023-12-23,17.5,21.8,0,,,,,,20.0,,4,S,19,1019.4,,,,,,1019.0
,2023-12-24,17.0,,0,,,,,,18.6,70,7,ESE,19,1019.9,,,,,,1016.1
,2023-12-25,,,,,,,,,,,,,,1011.9,,,,,,1007.5
,2023-12-26,,22.5,,,,,,,,,,,,1006.2,,,,,,1008.0
,2023-12-27,16.1,20.4,0.9,,,,,,18.4,85,8,SSE,13,1015.3,,,,,,1017.2
,2023-12-28,16.0,19.4,1.2,,,,,,17.4,65,8,SE,28,1023.4,,,,,,1023.2
,2023-12-29,16.2,,0,,,,,,17.8,59,8,ESE,19,1025.1,,,,,,1023.0
,2023-12-30,,20.3,0,,,,,,,,,,,1020.9,,,,,,1017.6
,2023-12-31,17.2,,0,,,,,,18.9,84,8,ESE,13,1018.8,,,,,,1017.5
