,2025-02-1,,,,,,ENE,39,17:46,,,,ENE,19,1018.9,,,,ENE,15,1017.5
,2025-02-2,,,,,,ENE,33,00:12,,,,NNE,11,1019.1,,,,NNE,7,1015.4
,2025-02-3,,,,,,N,35,14:54,,,,WSW,2,1017.4,,,,N,11,1014.0
,2025-02-4,,33.7,,,,NNE,39,19:52,,,,N,6,1014.4,,,,WSW,15,1010.3
,2025-02-5,14.8,32.5,0,6.0,,WSW,52,19:02,22.3,72,6,WNW,6,1012.1,30.1,43,6,S,22,1009.9
,2025-02-6,,32.6,35.0,5.6,,N,35,14:14,21.0,82,3,N,6,1013.8,30.0,47,5,NE,11,1011.4
,2025-02-7,14.0,32.5,0,6.2,,WSW,31,13:13,20.5,79,0,SSW,2,1012.5,31.0,28,3,SSW,6,1009.0
,2025-02-8,17.5,28.5,0,8.0,,SW,44,12:44,22.6,69,6,NNE,2,1008.6,,,,ENE,13,1006.1
,2025-02-9,12.5,28.6,17.4,5.4,,ENE,31,22:30,18.0,81,4,NNW,4,1009.9,,,,SE,2,1007.6
,2025-02-10,15.0,23.0,1.2,3.2,,SSW,74,08:53,18.2,90,7, ,Calm,1008.9,16.7,98,5,NE,13,1009.6
,2025-02-11,11.8,25.8,29.2,0.6,,ENE,31,14:58,17.4,81,2,WNW,2,1010.7,,,,NW,11,1008.4
,2025-02-12,13.1,26.5,0.4,4.4,,ENE,33,17:48,17.5,84,0,WSW,9,1011.7,25.5,54,5,NNE,17,1010.0
,2025-02-13,15.0,28.9,0,2.6,,NNE,31,10:47,20.0,82,7,NW,6,1011.2,28.3,51,6,NNW,15,1008.1
,2025-02-14,17.7,28.0,0,2.4,,NW,65,17:34,20.3,91,7,N,9,1007.6,,,,N,11,1003.9
,2025-02-15,11.1,,4.8,1.4,,W,46,09:54,,,0,W,7,1003.9,,,,SW,31,1002.8
,2025-02-16,,18.5,0,,,S,41,11:45,,,,SW,13,1008.6,,,,WSW,17,1009.8
,2025-02-17,5.9,23.5,0,,,ENE,26,20:00,13.5,60,2,SE,7,1017.4,,,,SW,11,1014.9
,2025-02-18,6.9,25.2,0,4.0,,SSW,31,16:20,13.7,79,3,SW,6,1014.9,,,,NW,13,1011.0
,2025-02-19,8.5,27.0,0,5.0,,SSE,31,20:53,16.0,78,0, ,Calm,1013.3,25.3,35,2,S,7,1011.1
,2025-02-20,11.5,24.0,0,6.0,,ENE,39,15:07,19.2,77,0,ENE,20,1015.9,22.0,60,5,ENE,22,1016.4
,2025-02-21,11.0,27.2,0,5.6,,ENE,35,03:09,17.2,78,3,W,7,1023.3,26.5,42,4,ESE,4,1020.3
,2025-02-22,11.5,,0,5.2,,E,28,23:57,19.2,61,2,WSW,2,1023.0,,,,S,4,1019.3
,2025-02-23,,27.7,0,,,WNW,39,13:09,,,,W,6,1019.8,,,,SW,20,1017.0
,2025-02-24,12.5,32.2,0,5.4,,WSW,43,16:09,22.1,66,3, ,Calm,1018.9,32.0,32,3,WSW,26,1016.6
,2025-02-25,15.4,28.3,0,5.8,,ENE,37,18:39,21.8,76,0,ENE,20,1022.5,,,,NNW,13,1020.6
,2025-02-26,12.7,31.0,0,5.4,,ENE,31,23:33,19.2,81,0,SW,7,1021.7,30.3,47,6,WNW,11,1017.1
,2025-02-27,15.5,,1.8,3.8,,SSW,39,23:55,20.0,90,0,S,7,1017.4,32.0,33,4,WNW,17,1014.4
,2025-02-28,,,0,,,SW,39,14:49,,,,WSW,2,1015.7,,,,WSW,20,1013.5
