,2025-06-1,6.9,21.9,0,,,N,43,12:56,12.6,56,4,NE,7,1022.3,18.8,39,8,N,22,1018.5
,2025-06-2,8.9,22.0,0,,,SW,30,15:03,13.7,58,8,NNW,7,1017.6,21.6,28,,SSW,17,1014.3
,2025-06-3,10.1,20.4,0,,,SE,35,23:38,13.9,87,,SSW,13,1020.1,19.9,48,,SW,17,1018.2
,2025-06-4,8.6,18.5,0,,,ENE,37,12:33,11.6,61,,E,22,1025.1,18.0,37,5,ENE,17,1022.4
,2025-06-5,9.8,15.3,0,,,NNE,46,08:25,10.7,42,8,NNE,33,1022.4,14.6,34,7,N,31,1019.1
,2025-06-6,8.5,19.6,1.6,,,W,52,17:05,12.0,71,,NNW,24,1016.9,18.1,62,,W,30,1014.6
,2025-06-7,5.2,19.1,0.2,,,WSW,72,18:52,10.2,86,,WNW,17,1021.4,18.5,45,2,W,39,1017.4
,2025-06-8,8.3,15.2,0.6,,,SW,52,12:09,10.5,96,8,WSW,22,1018.1,14.8,53,8,SW,37,1016.0
,2025-06-9,2.7,15.2,0.2,,,SW,35,13:00,7.7,98,,WSW,17,1020.2,14.3,52,5,SW,24,1017.8
,2025-06-10,4.6,15.7,0.2,,,SSW,28,13:29,7.3,99,,SSW,9,1020.4,14.7,51,5,S,17,1017.7
,2025-06-11,2.7,17.5,0,,,N,39,13:12,8.1,71,3,NNE,9,1018.6,17.2,38,2,NNW,19,1015.0
,2025-06-12,7.7,18.0,0,,,W,54,13:56,10.0,85,8,NNW,22,1015.3,14.1,83,8,W,30,1014.0
,2025-06-13,7.1,15.7,1.6,,,S,28,01:14,9.1,99,3,S,13,1024.8,14.5,60,,ESE,15,1022.9
,2025-06-14,6.5,18.7,0.4,,,WNW,41,12:29,10.7,79,4,W,9,1021.3,17.0,50,,WNW,28,1018.4
,2025-06-15,4.4,16.9,0,,,NW,26,15:06,8.6,88,,NE,6,1023.8,16.1,36,,NW,15,1022.0
,2025-06-16,6.6,19.5,0.2,,,WSW,39,13:30,9.3,66,,N,19,1022.9,18.9,49,1,WSW,17,1021.9
,2025-06-17,7.7,16.0,0,,,SSE,26,14:00,10.1,77,3,S,9,1027.2,15.5,46,1,S,11,1025.5
,2025-06-18,4.2,18.0,0,,,NNE,24,12:12,9.5,68,,NE,9,1027.1,17.8,39,8,N,9,1023.9
,2025-06-19,5.1,19.7,0,,,N,33,10:36,10.6,54,4,NNE,19,1025.5,18.7,35,8,NNE,11,1022.5
,2025-06-20,4.8,20.4,0,,,NNE,30,12:33,11.0,49,,NE,17,1026.4,19.9,28,,N,13,1024.1
,2025-06-21,6.1,21.4,0,,,NE,39,10:44,10.4,48,,NE,24,1026.4,20.8,23,,NNE,24,1022.2
,2025-06-22,8.5,24.1,0,,,N,59,13:08,12.7,50,,NNE,22,1019.8,23.4,27,,N,43,1014.9
,2025-06-23,6.8,19.6,0,,,WSW,65,20:02,11.0,51,,N,9,1015.7,18.9,28,,NW,39,1010.7
,2025-06-24,6.9,16.2,0.6,,,W,78,14:31,10.7,57,8,NW,31,1013.0,14.5,54,7,WSW,46,1014.6
,2025-06-25,7.4,19.1,0,,,SW,59,10:56,11.5,87,,WSW,31,1024.1,17.3,53,8,SW,37,1024.8
,2025-06-26,7.9,16.0,0.2,,,S,28,00:19,10.0,98,8,SE,11,1031.7,14.8,55,4,SSE,11,1030.2
,2025-06-27,5.2,16.0,0,,,SSE,30,15:33,9.6,75,,SE,15,1032.8,15.1,44,1,S,15,1029.6
,2025-06-28,5.0,15.6,0,,,S,43,13:39,8.6,83,,SE,13,1031.2,15.0,46,2,S,26,1028.2
,2025-06-29,4.4,16.8,0,,,SSW,31,15:18,9.7,81,,SSW,11,1029.6,16.2,51,,S,22,1027.1
,2025-06-30,6.4,16.4,0,,,S,35,06:01,8.5,99,8,S,19,1030.3,15.8,48,8,S,15,1027.8
