,2024-06-1,12.4,16.7,0,,,SW,24,23:36,15.4,71,,SSW,6,,13.8,96,, ,Calm,
,2024-06-2,11.6,16.4,23.0,,,SW,28,10:11,14.4,59,,SW,13,,16.3,58,,WSW,6,
,2024-06-3,7.3,18.0,0,,,W,35,14:30,12.8,70,,N,6,,16.6,42,,W,17,
,2024-06-4,5.1,16.2,0,,,NNW,15,14:33,9.1,90,, ,Calm,,15.4,62,,NNW,7,
,2024-06-5,8.9,16.6,0,,,S,22,11:59,10.7,92,,N,6,,15.8,72,,S,7,
,2024-06-6,10.7,16.7,5.8,,,SW,30,22:25,13.7,90,, ,Calm,,15.1,88,,SSW,7,
,2024-06-7,13.1,17.4,18.2,,,,,,14.8,79,,SSW,13,,16.4,79,,SSW,7,
,2024-06-8,11.8,21.4,0.2,,,SW,24,12:43,15.6,71,,SSE,7,,20.8,47,,WSW,9,
,2024-06-9,6.5,20.2,0,,,SSW,13,18:36,10.4,96,,S,6,,19.8,50,,NW,4,
,2024-06-10,5.7,18.1,0,,,S,28,14:16,10.7,85,,SW,4,,16.9,49,,SSW,11,
,2024-06-11,4.3,17.7,0,,,W,33,21:45,7.5,99,,ESE,2,,13.4,75,, ,Calm,
,2024-06-12,7.5,19.4,0,,,WSW,50,12:50,17.6,42,,W,15,,16.8,41,,SW,24,
,2024-06-13,7.8,16.0,0,,,WSW,31,05:46,12.2,55,,SW,15,,14.6,54,,SW,4,
,2024-06-14,8.0,15.6,0,,,WNW,11,07:16,10.6,82,, ,Calm,,15.3,64,,SSE,4,
,2024-06-15,10.6,15.2,6.6,,,S,33,10:27,12.3,83,,SSW,7,,14.6,69,,S,15,
,2024-06-16,7.3,16.5,0,,,SW,28,13:47,11.7,66,, ,Calm,,16.1,42,,SSW,7,
,2024-06-17,7.9,17.9,0.2,,,S,41,11:14,14.5,53,,SW,17,,16.4,53,,SSW,13,
,2024-06-18,5.4,17.5,0,,,S,20,10:53,11.5,72,,E,2,,17.0,47,,S,6,
,2024-06-19,2.4,17.1,0,,,WNW,11,21:57,7.3,83,, ,Calm,,15.7,39,,SE,4,
,2024-06-20,2.0,15.8,0,,,S,9,05:36,5.2,92,, ,Calm,,13.6,65,,WNW,4,
,2024-06-21,4.6,18.0,0,,,SW,19,16:59,8.8,83,, ,Calm,,16.4,59,, ,Calm,
,2024-06-22,7.5,16.1,3.4,,,S,33,20:19,9.8,95,,N,2,,15.3,60,,SSW,13,
,2024-06-23,9.7,17.5,0.4,,,SSW,24,09:12,13.4,71,,SW,11,,17.2,58,,SSE,2,
,2024-06-24,4.6,17.0,0.2,,,WNW,9,03:15,5.9,99,,ENE,4,,16.5,62,,WNW,2,
,2024-06-25,3.5,18.3,0.2,,,SW,11,15:36,6.7,98,,NNW,4,,18.2,57,,SSW,6,
,2024-06-26,4.4,21.6,0,,,N,28,14:25,7.2,99,, ,Calm,,20.5,52,,N,13,
,2024-06-27,4.2,20.4,0,,,N,19,12:52,12.0,81,,N,2,,19.8,39,,NNW,4,
,2024-06-28,2.6,,0,,,,,,7.4,92,,SSW,4,,18.1,48,,NNW,4,
,2024-06-29,2.8,17.7,,,,N,17,23:35,5.8,95,,S,2,,16.7,57,,SSW,2,
,2024-06-30,5.8,14.8,9.0,,,SW,26,03:21,13.1,99,,NNW,2,,12.9,83,,SSE,11,
