,2024-05-1,6.9,15.5,,,,ESE,48,10:01,10.8,76,,SE,24,1032.4,14.6,53,,SE,31,1031.0
,2024-05-2,8.2,15.5,0,,,SE,35,09:38,10.7,80,,SE,24,1032.8,14.8,59,,SE,17,1030.2
,2024-05-3,2.5,18.3,0,,,SE,28,18:55,9.9,91,, ,Calm,1030.4,17.7,42,1,E,6,1026.8
,2024-05-4,7.1,17.2,0.2,,,SE,31,00:50,9.2,86,,SE,20,1026.4,15.3,59,6,SE,22,1024.3
,2024-05-5,8.2,14.7,0.2,,,SE,50,15:00,11.9,83,,SSE,19,1027.1,13.8,73,7,SE,33,1026.7
,2024-05-6,9.5,16.8,0,,,SE,46,20:04,11.6,83,8,SE,24,1032.9,16.2,60,,SE,28,1030.9
,2024-05-7,2.9,18.3,0,,,N,28,09:51,11.2,87,,N,7,1033.0,17.6,44,,WSW,9,1030.5
,2024-05-8,5.9,18.9,0.2,,,SE,31,03:34,10.4,89,,ESE,11,1032.5,18.4,43,5,NNW,17,1029.8
,2024-05-9,10.4,18.8,0.2,,,N,33,13:50,13.2,80,6,E,9,1031.7,13.6,84,8,NE,13,1030.2
,2024-05-10,9.2,15.7,7.2,,,SE,26,02:35,11.9,92,,ESE,15,1030.0,15.3,74,8,NE,9,1028.0
,2024-05-11,11.5,14.9,0.8,,,ESE,31,10:08,12.7,91,8,ESE,19,1028.0,13.8,80,8,ESE,24,1026.3
,2024-05-12,5.1,18.3,0.2,,,SE,20,00:01,7.0,98,7,SW,7,1025.0,17.7,57,,W,11,1022.7
,2024-05-13,3.8,16.7,0,,,WSW,35,13:41,10.6,91,4,N,7,1023.6,14.4,80,8,WSW,15,1023.0
,2024-05-14,7.3,13.4,0,,,SW,26,04:58,9.3,84,8,S,11,1029.1,12.3,61,5,SW,15,1028.9
,2024-05-15,0.9,15.8,0.2,,,SW,22,14:30,8.2,94,8, ,Calm,1030.0,15.3,54,,SSW,13,1028.4
,2024-05-16,1.5,17.8,0.2,,,WSW,17,12:18,8.5,98,, ,Calm,1029.9,17.5,58,,SW,9,1027.7
,2024-05-17,3.0,13.2,0.2,,,SSW,46,14:56,10.1,98,7,WNW,13,1027.6,9.9,92,8,SSW,28,1027.3
,2024-05-18,2.2,11.2,1.2,,,SSE,37,00:52,4.7,87,1,S,17,1032.8,10.9,53,,S,17,1031.0
,2024-05-19,2.1,11.6,0,,,SSW,39,15:37,7.1,95,7,WNW,13,1026.2,11.1,95,8,WSW,22,1023.3
,2024-05-20,7.0,12.7,1.0,,,S,35,12:34,8.3,96,7,S,20,1027.9,11.3,78,8,S,19,1027.8
,2024-05-21,5.6,10.0,0.6,,,SSE,35,04:01,7.1,95,8,SSE,17,1030.8,9.7,71,8,SSE,20,1029.2
,2024-05-22,3.6,13.6,0,,,SSE,31,03:02,4.6,97,8,WSW,2,1028.9,11.6,75,8,SSW,11,1026.9
,2024-05-23,2.7,13.8,0.2,,,WSW,17,16:44,5.4,98,8, ,Calm,1029.5,13.3,62,4,WSW,7,1027.3
,2024-05-24,0.4,12.0,0.4,,,SE,26,18:22,7.9,98,3,SSE,9,1028.3,11.7,82,8,SSE,13,1026.9
,2024-05-25,5.2,15.5,0,,,SE,26,01:22,8.7,96,8,ESE,7,1028.2,12.9,66,,WSW,7,1025.7
,2024-05-26,0.1,15.5,0.4,,,NW,19,15:11,6.9,97,,E,2,1026.9,15.3,54,,NNW,9,1024.4
,2024-05-27,0.2,17.2,0,,,NNW,24,14:08,8.1,84,, ,Calm,1026.9,16.7,45,,NNW,17,1025.2
,2024-05-28,3.5,16.3,0,,,N,33,13:26,10.2,66,,NNE,13,1028.1,15.8,48,,N,19,1026.3
,2024-05-29,2.4,15.6,0,,,N,63,11:05,9.4,72,,N,33,1024.8,15.0,51,,N,44,1020.6
,2024-05-30,8.2,15.1,0,,,N,63,11:54,12.2,80,,N,44,1014.2,12.6,90,8,N,30,1010.3
,2024-05-31,7.8,14.2,12.0,,,NNW,50,02:02,9.8,82,2,N,26,1012.3,12.3,65,8,W,19,1014.0
