,2025-01-1,26.6,32.2,0,,,SW,70,13:18,29.1,74,8,N,13,1010.2,23.6,88,6,SE,13,1008.0
,2025-01-2,22.1,31.6,1.2,,,S,35,02:24,27.8,66,8,ESE,13,1010.1,30.8,65,1,NE,17,1007.2
,2025-01-3,25.2,32.0,0,,,ENE,37,13:20,29.2,65,,SE,13,1010.2,29.3,69,8,ENE,26,1007.5
,2025-01-4,24.5,32.5,0,,,ESE,41,16:48,28.0,68,8,SE,19,1011.6,30.7,63,8,E,24,1008.4
,2025-01-5,25.1,33.1,0,,,E,46,15:51,28.7,67,8,SE,19,1012.7,31.4,62,1,E,26,1010.1
,2025-01-6,25.3,33.1,0.4,,,E,46,14:36,27.5,76,8,SE,19,1013.6,31.5,61,,ENE,33,1010.5
,2025-01-7,24.3,32.4,2.4,,,NE,37,13:54,29.0,66,4,SE,13,1013.3,30.6,61,1,NE,30,1010.1
,2025-01-8,24.0,32.1,0,,,ENE,39,15:02,29.2,65,7,E,19,1011.8,31.0,61,1,NE,30,1009.4
,2025-01-9,24.2,32.6,0,,,ENE,33,15:31,29.9,59,,ENE,19,1012.0,31.8,50,,ENE,22,1009.5
,2025-01-10,24.2,33.3,0,,,NNE,33,11:03,30.7,59,8,N,15,1011.9,31.7,55,8,NE,24,1009.0
,2025-01-11,26.0,32.7,2.2,,,N,39,13:42,28.1,84,8,W,11,1010.7,31.0,64,,N,28,1006.3
,2025-01-12,24.7,34.3,2.6,,,SSW,54,21:48,31.3,74,8,NE,6,1008.0,32.6,64,,N,26,1004.1
,2025-01-13,23.8,32.6,10.2,,,NE,31,12:16,29.5,67,1,NNE,6,1008.0,31.4,61,,N,15,1004.7
,2025-01-14,26.8,31.6,0,,,NE,24,11:18,30.3,75,8,N,15,1008.4,30.8,74,8,NNE,9,1005.2
,2025-01-15,27.1,35.2,0,,,N,30,17:52,31.4,59,2,WNW,9,1006.7,33.3,61,,NE,17,1003.4
,2025-01-16,26.3,34.8,0,,,NW,26,15:15,31.3,56,7,W,11,1005.8,34.1,48,8,NW,15,1002.1
,2025-01-17,25.1,37.0,0,,,SW,35,10:04,33.3,53,,WSW,19,1003.4,36.0,50,,N,24,1000.5
,2025-01-18,26.2,34.7,0,,,NE,35,14:48,31.6,69,,ESE,9,1005.0,33.2,64,,NE,28,1001.8
,2025-01-19,26.2,35.0,0,,,NE,39,15:54,31.6,65,7,ESE,9,1004.9,32.9,64,,NE,31,1002.3
,2025-01-20,24.9,32.5,0.2,,,ENE,39,08:16,27.3,79,3,ENE,24,1009.0,30.1,63,7,NNE,11,1006.3
,2025-01-21,26.0,33.9,0,,,NNW,33,11:41,29.8,64,1,ESE,9,1010.6,32.3,59,1,NE,22,1009.0
,2025-01-22,25.0,34.9,3.2,,,NE,31,11:16,30.4,72,7,NW,9,1011.4,34.1,54,,NE,17,1007.8
,2025-01-23,26.6,34.5,0,,,N,31,13:01,31.7,69,8,WNW,9,1009.4,32.6,64,,N,20,1006.9
,2025-01-24,28.0,34.6,0,,,NNE,31,10:30,31.7,68,4,N,19,1009.0,32.9,59,,NE,17,1004.5
,2025-01-25,28.1,34.6,0,,,N,31,12:22,32.5,61,1,NNE,13,1008.9,32.6,65,1,NE,19,1006.3
,2025-01-26,27.0,32.6,0,,,ESE,57,11:54,29.8,72,2,ESE,17,1009.0,26.4,88,8,ESE,15,1007.7
,2025-01-27,25.7,34.6,2.0,,,ESE,59,15:39,29.7,71,7,SSE,22,1009.3,27.3,82,8,E,37,1007.6
,2025-01-28,23.9,27.2,51.2,,,ESE,41,00:04,24.7,95,8,SE,15,1011.4,25.7,88,8,SE,15,1009.3
,2025-01-29,23.9,32.2,30.0,,,ESE,35,18:46,25.9,93,8,WNW,6,1010.0,31.4,67,8,SE,13,1006.1
,2025-01-30,24.3,30.1,28.4,,,SSE,54,19:35,25.5,95,8,SSE,20,1006.1,29.0,78,6,ESE,24,1003.0
,2025-01-31,24.5,26.3,14.2,,,SSE,61,11:13,25.3,94,7,S,19,1003.8,25.2,95,8,SE,31,1002.3
