,2024-05-1,4.5,17.8,0.2,,,S,35,09:59,9.7,65,,S,19,1031.9,16.7,40,,SW,7,1029.6
,2024-05-2,-0.2,17.4,0,,,ENE,28,16:19,8.8,82,,WSW,6,1033.8,16.5,49,,NE,11,1030.2
,2024-05-3,4.0,18.0,0,,,ESE,26,16:58,9.9,79,,WNW,2,1031.8,16.1,50,,ESE,11,1027.8
,2024-05-4,9.8,16.0,0,,,SE,30,11:43,12.0,73,,S,11,1027.2,15.1,58,,ESE,13,1024.2
,2024-05-5,10.5,14.6,0.2,,,SSE,35,07:18,11.0,77,,SSW,17,1025.9,14.4,66,,SSE,17,1024.4
,2024-05-6,8.9,17.3,0,,,S,44,10:20,12.5,68,,S,17,1031.1,16.6,56,,ESE,15,1030.2
,2024-05-7,6.5,16.9,0,,,SSE,28,01:10,13.0,72,,S,15,1033.3,15.7,60,,E,7,1030.6
,2024-05-8,8.4,17.2,0,,,SE,28,14:29,13.2,71,,S,11,1033.9,16.3,59,,ESE,15,1030.5
,2024-05-9,10.0,17.1,0,,,E,24,14:40,13.4,77,,S,9,1033.4,16.6,64,,SE,17,1030.7
,2024-05-10,9.6,16.2,2.4,,,ESE,30,15:40,12.8,85,,SW,7,1032.4,14.5,87,,NE,7,1029.3
,2024-05-11,9.7,13.5,2.2,,,SSE,20,04:47,12.3,98,, ,Calm,1028.9,12.6,99,,SSW,9,1025.9
,2024-05-12,10.5,16.8,13.2,,,S,35,12:08,12.3,83,,S,17,1024.2,16.5,52,,SE,13,1021.9
,2024-05-13,5.8,20.0,0,,,S,26,03:30,12.0,78,,W,2,1023.9,19.5,47,,NW,9,1021.0
,2024-05-14,0.8,19.4,0,,,N,19,15:56,7.5,96,,W,4,1027.0,19.0,50,,N,6,1024.7
,2024-05-15,6.8,18.6,0,,,NNE,24,14:26,11.5,72,, ,Calm,1030.3,18.2,56,,NNE,15,1026.5
,2024-05-16,0.8,17.2,0,,,NNE,17,11:30,6.2,100,, ,Calm,1031.8,16.5,60,,N,4,1027.8
,2024-05-17,1.9,18.4,0,,,SSE,46,22:48,7.9,91,, ,Calm,1026.9,18.1,50,,NNW,9,1022.1
,2024-05-18,5.2,11.3,0,,,S,56,07:07,7.2,62,,SSE,24,1026.1,10.1,53,,S,20,1025.9
,2024-05-19,-2.8,14.4,0,,,N,20,13:29,3.1,85,,W,2,1024.4,14.1,38,,N,13,1019.9
,2024-05-20,-2.3,15.7,0,,,S,35,10:35,3.4,88,,NW,2,1025.1,14.8,39,,S,17,1024.0
,2024-05-21,-1.2,16.1,0,,,SSE,26,10:20,6.9,91,, ,Calm,1029.7,15.8,43,,ENE,4,1026.2
,2024-05-22,-2.1,15.9,0,,,N,15,13:45,5.5,77,,NW,4,1028.9,15.1,47,,W,7,1024.8
,2024-05-23,-2.4,16.5,0,,,N,19,16:31,4.9,82,, ,Calm,1029.1,16.3,49,,NNW,9,1025.4
,2024-05-24,-2.7,17.0,0,,,SE,20,11:39,4.4,90,, ,Calm,1028.8,16.2,33,,WSW,7,1025.9
,2024-05-25,1.1,16.9,0,,,NNE,15,14:10,5.2,93,, ,Calm,1029.7,15.4,54,,N,9,1025.9
,2024-05-26,-1.0,16.3,0,,,N,20,14:54,3.2,100,,SE,2,1027.7,15.3,57,,N,13,1024.0
,2024-05-27,-1.7,17.0,0,,,NNE,17,15:06,1.5,100,, ,Calm,1027.3,16.5,40,,NNW,9,1024.7
,2024-05-28,-4.2,18.5,0,,,NNW,15,14:15,2.5,84,, ,Calm,1030.3,18.1,35,,NNW,7,1027.0
,2024-05-29,-3.4,19.2,0,,,NW,28,14:44,3.5,88,, ,Calm,1030.6,18.6,43,,NNW,17,1026.3
,2024-05-30,2.3,17.8,0,,,NNW,39,11:56,9.0,87,, ,Calm,1026.3,16.4,67,,N,17,1020.9
,2024-05-31,9.0,17.0,18.0,,,NW,50,07:28,11.3,99,,N,7,1016.9,16.1,39,,NNW,15,1015.1
